Method Job AnalyzeLaunchVariance EvaluateOverhead MaxStdErrRelative MinInvokeCount MinIterationTime RemoveOutliers Affinity Jit Platform Runtime AllowVeryLargeObjects Concurrent CpuGroups Force RetainVm Server Clock EngineFactory Toolchain InvocationCount IterationTime LaunchCount RunStrategy TargetCount UnrollFactor WarmupCount Mean StdDev
DecodeFrameSimpleBuf Core False Default Default Default Default Default 0 RyuJit X64 Core False True False True False False Default Default Default 1 Default Default Default Default 16 Default 89.7596 ns 1.2523 ns
DecodeFrameUnmanagedBuf Core False Default Default Default Default Default 0 RyuJit X64 Core False True False True False False Default Default Default 1 Default Default Default Default 16 Default 89.5514 ns 1.1080 ns
